Artist,Title,Genre,Year,Duration,Loudness
Jope Ruonansuu,Matti Ja Teppo,parody,2009,216.63302,-7.714
Andreas Dorau,So Ist Das Nun Mal,electronic,1997,312.94649,-11.188
Jane's Addiction,Ain't No Right ( LP Version ),rock,1990,214.54322,-10.451
Blind Boy Fuller,Big Leg Woman Gets My Pay,blues,1991,162.29832,-18.745
Nino Nardini,Bumbling Along,jazz,2001,33.20118,-8.837
Stevie Ray Vaughan And Double Trouble,Mary Had A Little Lamb,blues,1988,166.73914,-14.373
Scar Symmetry,Abstracted,death metal,2006,204.95628,-3.869
Zbigniew Preisner,Morning at the hotel,rock,1994,146.46812,-16.891
W.A.S.P.,When The Levee Breaks,rock,1992,426.78812,-4.024
The Verve Pipe,La La,post-grunge,1999,249.28608,-7.899
U.K. Subs,Warhead (Live in Croatia_ 1993),oi,1993,241.99791,-16.531
Shawn Colvin,These Four Walls,rock,2006,177.18812,-8.446
The Lord Weird Slough Feg,Baltech's Lament,heavy metal,2003,252.62975,-6.172
Aaron Watson,Whiskey on the Fire,honky tonk,2008,171.10159,-8.81
K-OS,Man I Used To Be,hip hop,2004,304.16934,-8.613
Scarlet's Remains,1492,rock,2005,215.90159,-8.039
Panzer AG,bereit,electro,2004,233.27302,-4.309
T.O.K.,Saturday,reggae,2001,225.72363,-6.927
Mariano Yanani,Could You Be Love,lullaby,2005,216.65914,-17.943
Tullycraft,Bee Sting Stings,indie rock,1999,201.24689,-7.174
Milk Inc.,No Angel (radio/album),progressive trance,2006,239.82975,-6.263
YGGDRASIL,Nordfjorloftet,electronic,1998,190.69342,-14.636
Delroy Wilson,Conquer Me,reggae,2009,180.53179,-9.068
Soundgarden,Slaves & Bulldozers,grunge,1991,415.81669,-9.306
Nick Cave & The Bad Seeds,Loverman,rock,1994,382.01424,-7.971
Zebra,The Ocean (Live Version),hard rock,1990,299.93751,-9.557
Carlos Baute,Te extraño porque te extraño,pop,2008,210.6771,-4.757
Jesse Malin,Almost Grown,singer-songwriter,2002,211.85261,-9.417
Erick Sermon,Intro,hip hop,1993,34.08934,-11.851
Moments In Grace,Stratus (EP Version),emo,2004,254.4322,-5.026
Deborah Coleman,Nobody To Blame,blues,1998,230.60853,-5.046
Slick Rick,Kill Niggaz,hip hop,1999,169.69098,-6.669
Beyoncé feat. Slim Thug,Check On It,pop,2005,211.17342,-4.293
Rihanna,Breakin' Dishes,dance pop,2007,199.6273,-6.194
Fudge Tunnel,Gut Rot,rock,1991,235.7024,-12.422
Doyle Bramhall,Chateau Strut,blues,2007,235.59791,-8.693
The Chap,They Have a Name,rock,2008,145.50159,-12.919
T-Bone Walker,I'm Still In Love With You,blues,1967,171.83302,-16.964
Janis Joplin,Maybe,rock,1969,246.72608,-12.494
Kelly Clarkson,Cry,teen pop,2009,214.5171,-4.256
Sick On The Bus,Who R Ya,rock,2002,178.65098,-3.977
Pascal Obispo,La Prétention De Rien,chanson,2004,237.63546,-6.709
K'Naan,Smile,hip hop,2004,249.12934,-8.138
Johnny Copeland,Make My Home Where I Hang My Hat,texas blues,1983,206.00118,-13.03
Metsatöll,Kui rebeneb taevas,heavy metal,2010,269.81832,-4.045
Various Production,Lost (Actress Remix),grime,2008,366.23628,-12.988
23rd Turnoff,Michaelangelo,freakbeat,2001,143.80363,-11.688
Jesse Malin,Since You're In Love,singer-songwriter,2004,260.62322,-7.435
Shelly Manne,Wameru  (LP Version),hard bop,2002,177.47546,-16.017
Ghost Machine,What You Made Me (Ugli),alternative metal,2005,201.29914,-4.428
Tommy James And The Shondells,I Like The Way,pop rock,1967,161.85424,-13.961
Fastway,Kill Me With Your Heart,hard rock,1986,302.15791,-8.513
NOFX,We March To The Beat Of Indifferent Drum,punk,2006,158.11873,-4.795
Manjul,Any Wich Way (Freedom Must Come),dub,2005,226.21995,-11.675
The Police,King Of Pain,new wave,1983,318.01424,-5.03
Buju Banton,Excerpt Of A Speech By Marcus Mosiah Garvey,reggae,2003,56.842,-21.569
Bersuit Vergarabat,Se Viene,rock,1998,220.29016,-3.935
Loop Guru,The Mystery Epoch,downtempo,2001,70.26893,-13.798
Jerry Lewis,Shine On Your Shoes,reggae,1995,136.93342,-10.386
Mikey Dread,Quest for Oneness,reggae,1991,184.47628,-9.791
Alice Cooper,Caught In A Dream (Album Version),rock,1971,189.90975,-12.693
Christina Aguilera,Genio Atrapado,dance pop,2000,278.04689,-3.676
Sophie B. Hawkins,Did We Not Choose Each Other,singer-songwriter,1994,265.06404,-8.6
Glad,Immortal_ Invisible,ccm,1993,174.52363,-14.042
Old Man's Child,Life Deprived,black metal,2003,288.44363,-5.52
Maria Muldaur,It Feels Like Rain,dance pop,1999,411.01016,-17.684
Gipsy Kings,Camino,soundtrack,1989,303.09832,-11.273
Deitrick Haddon,Stir The Gift,dance,2004,199.07873,-7.077
KALIMBA,Al Final,electronic,2009,297.63873,-5.985
Kyle Riabko,Doesn't Get Much Better,pop rock,2005,211.53914,-4.618
Charley Pride,Help Me Make It Through the Night,honky tonk,2002,172.09424,-13.551
Eliane Elias,The Beat Of My Heart,brazilian jazz,2000,138.39628,-21.304
Chelsea,Right To Work,pop rock,1977,200.59383,-9.286
The Cure,Doubt,rock,1981,67.76118,-18.967
Kirk Franklin,Declaration (This Is It!),rock,2007,264.85506,-5.015
Vilma Palma e Vampiros,Bye Bye,rock,1992,344.86812,-7.088
Syl Johnson,Diamond In The Rough,funk,2000,176.74404,-8.242
Jaci Velasquez,Nothing But Sky [Outro] (Album Version),ccm,2008,62.27546,-7.255
The Fray,You Found Me,rock,2008,240.56118,-6.093
Arthur Tracy,So Do I,vaudeville,1993,165.642,-19.212
Wendo Kolosoy,Marie Marie,rumba,1993,397.76608,-6.819
"Clarence ""Gatemouth"" Brown",Someday My Luck Will Change,texas blues,1995,333.37424,-9.888
Cross Country,In The Midnight Hour,progressive house,2009,193.64526,-13.485
Charley Patton,Mississippi Boweavil Blues,blues,1929,191.11138,-14.873
Roger Sanchez,Lost,electronic,2006,532.37506,-11.049
Leningrad Cowboys,Ulan Bator Girls,rock,1996,195.5522,-7.497
Norther,Fuck You,heavy metal,2006,122.72281,-3.779
Salt The Wound,Mutations,death core,2009,151.09179,-5.419
The Prodigy,What Evil Lurks,rave,1991,265.76934,-9.259
Solas,Clothes Of Sand,folk,2002,255.97342,-9.758
Pyranja,Nie Wieder (Toktok RMX),hip hop,2006,317.09995,-12.367
Soul Ballet,the Cool Down,smooth jazz,2007,330.37016,-7.335
Lady Saw,Freak Break,reggae,2000,272.69179,-7.198
Scott Glasgow,Solemn,contemporary classical music,2009,85.15873,-28.158
Luis Alberto Spinetta,Oh! Doctor,singer-songwriter,1994,143.62077,-16.21
5th Ward Boyz,Studio Gangster,hip hop,1993,245.99465,-6.565
iTAL tEK,Tokyo Freeze,electronica,2007,293.09342,-9.298
Julie Zenatti,Si Je M'En Sors,chanson,2000,211.64363,-7.051
Primordial,Journey's End,black metal,1998,425.19465,-15.176
Joe Bonamassa,When She Dances,blues,2004,293.69424,-11.494
Public Image Ltd,The Order Of Death,dance rock,1984,288.80934,-12.525
RUN-DMC Featuring Jagged Edge,Let's Stay Together (Together Forever),hip hop,2001,197.77261,-8.689
City High,The Only One I Trust,hip hop,2001,256.33914,-10.426
Converge,To the Lions,heavy metal,2006,220.49914,-3.884
Z.Z. Hill,It Ain't No Use,blues,1971,189.46567,-18.22
Y&T,Mean Streak,heavy metal,1983,285.1522,-9.462
Faithless,Mass Destruction,electronica,2004,259.86567,-5.509
The Mars Volta,Caviglia,progressive metal,2005,165.72036,-20.934
Aerosmith,Cryin',hard rock,1993,308.76689,-3.947
The Radio Dept,Mad About the Boy,shoegaze,2006,207.20281,-11.953
Evergreen Terrace,We're Always Losing Blood,metalcore,2009,241.44934,-3.862
Fontaine Sisters,Silver Bells,rock,2004,199.00036,-7.35
Roy Drusky,Three Hearts In A Tangle,country rock,1961,167.70567,-23.611
Tex Williams,Wild Card,western swing,2004,140.79955,-12.271
Brenda Lee,Against My Will (LP Version),rock,1960,205.13914,-12.992
Annie Lennox,Erased,rock,2003,280.00608,-7.787
Terry Callier,Holdin' On,jazz,1999,327.05261,-10.859
Kanye West,Skit #2 (Kanye West/Late Registration),hip hop,2005,31.32036,-12.368
Johnny Cash,A Boy Named Sue,honky tonk,1969,216.81587,-6.021
John Van Tongeren,Salvation,electronic,2007,45.37424,-8.592
KALIMBA,Nunca Sabras,electronic,2007,229.14567,-6.062
Plasmatics,Lightning Breaks,hard rock,1996,168.25424,-5.936
Beres Hammond,Call On The Father,lovers rock,2003,229.51138,-8.574
Super Cat,Them No Care,dancehall,1992,215.66649,-7.616
Marcie Blane,Wer Einmal 'A' Gesagt (What Does A Girl Do?),rock,2004,136.38485,-9.462
Simon & Garfunkel,Patterns,folk rock,1966,182.56934,-14.299
Sun Yan-Zi,That's The Way It Is,pop,2002,215.53587,-7.547
Los Muñequitos De Matanzas,Te Ando Buscando,rumba,2007,301.19138,-11.133
Tex Williams,Smoke! Smoke! Smoke! (That Cigarette),western swing,1947,174.73261,-11.992
Michael Gettel,Wind And Water,jazz,1996,308.87138,-15.941
The Fray,Absolute,rock,2009,227.082,-5.432
Pedro Aznar,Amor De Juventud,rock,1995,368.3522,-16.223
Fun Lovin' Criminals,We Have All The Time In The World,rock,1996,221.33506,-9.472
Paul Thorn,Mood Ring,singer-songwriter,2006,236.53832,-8.146
Janet Paschal/Charlotte Ritchie/David Phelps,It Won't Rain Always,southern gospel,2003,202.4224,-24.057
DJ Icey,A Little Louder,breakbeat,2003,356.41424,-7.36
Mindy McCready,Breakin' It,female vocalist,1996,200.38485,-7.365
Franz Ferdinand,No You Girls,indie rock,2009,428.45995,-12.686
New Found Glory,Sucker,rock,2000,172.22485,-5.072
Lil' Band O' Gold,First You Cry,zydeco,2000,312.842,-13.535
Suzi Quatro,Too Big,rock,1974,200.202,-8.28
Old Soul,Silent Night,speed garage,2008,85.99465,-5.933
Tum Tum / Double T / LiL Ronnie,She's A Go,rap,2007,214.02077,-5.239
Ebru Gündes,Seni Unuturum,arabesque,2006,248.99873,-7.622
Johnny Winter,Be Careful With A Fool,blues-rock,1969,315.92444,-10.381
Hi-Fi Companions,Amoria,downtempo,2003,464.5873,-7.818
Stephan Micus,part 2 - Winterlight,jazz,2006,316.49914,-25.106
Los Fabulosos Cadillacs,Manuel Santillán_ El León (Versión Reggae),ska,1993,239.67302,-4.879
Jope Ruonansuu,Aattelepa ite,parody,2004,188.96934,-8.058
Marlene Dietrich,Laziest Gal In Town,chanson,1991,158.45832,-15.2
Charlie Patton,34 Blues,blues,1934,173.322,-30.53
Richard Hawley And Death Ramps_ Arctic Monkeys,Bad Woman,rock,2007,139.78077,-4.347
Adalberto Santiago,Tu Me Desesperas,salsa,1977,299.93751,-3.533
Akon,Don't Matter,hip hop,2006,249.39057,-6.124
Jay & The Americans,Tomorrow,rock,1990,173.58322,-16.685
Seguridad Social,Un Pensamiento,rock,1991,278.38649,-8.978
Beastie Boys,Eugene's Lament,hip hop,1994,132.51873,-14.421
Boyz II Men,Motownphilly,new jack swing,1991,245.75955,-7.943
Metallica,Metal Militia,hard rock,1982,311.19628,-9.507
Daughters,Pants_ Meet Shit,grindcore,2003,52.11383,-4.271
A Skylit Drive,Ability To Create A War,progressive metal,2007,88.86812,-5.864
The Baltimore Consort,The Beautiful Shepherdess of Arcadia,early music,1996,614.00771,-21.925
Jawoll,Rendezvous - Ich hab' Dich seit langem nicht gesehen,rock,1990,235.31057,-8.025
Foo Fighters,Overdrive,rock,2002,270.47138,-2.512
Dynamite Deluxe,Zap Zap,hip hop,2000,86.67383,-10.182
Beherit,Witchcraft,black metal,1990,192.13016,-3.798
Rooney,Jump In My Bed,rock,2007,199.28771,-2.3
Los Auténticos Decadentes,Pastas Y Vino,rock,1989,172.09424,-8.693
Jan Wayne,Groovin',techno,2003,230.76526,-5.418
Mariah Carey,Clown,dance pop,2002,196.93669,-10.187
Alicia Keys,If I Was Your Woman,blues,2005,244.45342,-12.518
Jane's Addiction,Standing In The Shower... Thinking ( LP Version ),rock,1988,185.15546,-8.794
Mötley Crüe,Hell On High Heels,heavy metal,2000,260.04853,-8.209
Patsy Cline,A Poor Man's Roses,rock,1961,168.95955,-5.176
Alvino Rey And His Orchestra,My Buddy,jazz,2005,193.74975,-18.272
Michael Stanley Band,Chemistry,rock,1981,173.42649,-8.729
Primordial,Here I Am King,black metal,1995,264.88118,-5.225
Irwin Goodman,Raha ratkaisee,rock,1966,119.06567,-10.854
Cancer Bats,Dead Wrong,post-hardcore,2010,160.26077,-4.214
Pee Wee King,Slow Poke,western swing,1989,182.282,-13.995
Foo Fighters,Still,rock,2005,313.10322,-12.584
Planet P Project,A Boy Who Can't Talk Part 2,rock,1984,74.762,-19.121
Lightnin' Hopkins,Everyday I Have The Blues,texas blues,1999,70.53016,-17.332
Extrabreit,Für mich soll's rote Rosen regnen,rock,1993,248.86812,-5.004
Vixen,American Dream,hard rock,1988,259.60444,-14.109
Bobby Darin,Bullmoose (LP Version),brill building pop,2008,147.93098,-8.774
Cassie,Long Way 2 Go (Album Version),hip hop,2006,222.74567,-8.081
Commander Cody And His Lost Planet Airmen,Riot In Cell Block #9,rockabilly,1974,195.65669,-13.839
Johnny Osbourne,We Need Love,reggae,1979,216.65914,-11.902
Hank Locklin,Send Me The Pillow You Dream On,honky tonk,1960,143.35955,-10.067
Albert Ayler,Music Is The Healing Force Of The Universe,free jazz,1969,632.34567,-9.8
Anti-Flag,Death Of A Nation,rock,2003,115.53914,-3.116
Monty Are I,In This Legacy,post-hardcore,2006,245.10649,-4.654
Casiotone For The Painfully Alone,Bad People,electronic,2008,26.80118,-10.039
Alejandro Lerner,No Hace Falta Que Lo Digas,rock,1984,263.6273,-15.182
Aynsley Lister,Crazy,blues-rock,2009,227.10812,-9.77
Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,Don't Sit Under The Apple Tree,rock,1994,172.06812,-9.115
The Ataris,I Won't Spend Another Night Alone,rock,1999,257.85424,-3.115
Enslavement Of Beauty,And Still I Wither,black metal,1999,313.75628,-5.646
Faces,Stay With Me,hard rock,1971,279.84934,-8.026
Wolfchant,Guardians Of The Forest,rock,2007,208.56118,-5.05
Beyoncé,Single Ladies (Put A Ring On It),pop,2008,466.05016,-6.593
Robben Ford,Ain't Got Nothin' But The Blues (Album Version),blues,1988,278.96118,-13.908
Amorphis,And I Hear You Call,death metal,1997,280.97261,-4.167
G Unit feat. 50 Cent,Tony Yayo Explosion,rap,2002,101.43302,-14.158
The Waybacks,McHattie's Waltz,bluegrass,2000,288.49587,-13.915
Illya Kuryaki And The Valderramas,Ninja Mental,techno,1996,233.97832,-10.819
André Verchuren,Un P'Tit Brin De Musette,folk,2001,165.04118,-11.222
Dendemann,Dendemänner braucht das Land,hip hop,2006,205.13914,-3.094
Papa Wemba,Bakwetu,soukous,1998,293.53751,-10.614
RUN-DMC,Miss Elaine,hip hop,1988,185.23383,-4.92
Gang Starr,Mostly Tha Voice (Explicit),hip hop,1994,218.38322,-10.112
BoDeans,You Don't Get Much,rock,1989,284.76036,-10.631
The Birds,No Good Without You,freakbeat,2001,162.66404,-9.936
The Cardigans,Rise & Shine,alternative rock,1994,211.35628,-4.659
Penguin Café Orchestra,Horns Of The Bull,chamber jazz,1987,275.12118,-19.453
Trivium,The Deceived,alternative metal,2004,360.75057,-3.134
Polkaholix,Machopolka,polka,2007,190.56281,-6.196
Marvin Hamlisch,Ride To Atlantis,singer-songwriter,1977,209.34485,-16.43
M83,You Appearing,shoegaze,2008,219.24526,-11.451
Asleep At The Wheel,I Hate Christmas,western swing,2007,180.50567,-7.828
Bad Religion,The Lie,hardcore punk,2002,138.84036,-3.677
Bad Company,Simple Man,blues-rock,1976,296.12363,-9.045
Jay & The Americans,Let's Lock The Door (And Throw Away The Key),rock,1990,149.89016,-10.623
Janis Joplin,Get It While You Can,rock,1971,205.53098,-10.514
Bury Your Dead,A Devil's Ransom (Album Version),hardcore punk,2008,151.71873,-5.016
Rhinoceros,You're My Girl (LP Version),electronic,2002,280.24118,-8.826
themselves,You Devil You,hip hop,2002,245.31546,-11.163
Vangelis,Other Side Of Antarctica,progressive rock,1983,416.7571,-18.335
Dexys Midnight Runners,Spiritual Passion (aka Dubious),rock,2007,202.39628,-8.211
Williamson,Breathe Easy,downtempo,2005,203.17995,-10.132
Dave Brockie Experience,Too Much Stuff,shock rock,2001,100.10077,-3.931
Jason Mraz,Song For A Friend (Live From Montalvo),rock,2007,740.46649,-10.798
Rick Astley,Nature Boy,dance pop,2005,192.10404,-11.551
Orbital,I Don't Know You People,techno,1999,467.53914,-8.912
The Plimsouls,Women,power pop,1981,192.13016,-7.167
Ben Harper And The Blind Boys Of Alabama,Take My Hand,blues,2004,234.65751,-9.768
Deitrick Haddon,Don't Take Your Spirit Away,dance,2008,234.47465,-6.814
Kane,All I Can Do,blues-rock,2005,220.76036,-10.262
Alexisonfire,Mailbox Arson,rock,2005,212.11383,-4.829
Sugar Minott,Jah Jah Children,reggae,1977,185.99138,-9.11
Jonny Lang,One Person At A Time,blues,2006,182.80444,-6.825
Zeca Baleiro,Proibida Pra Mim (Grazon),brazilian pop music,2000,195.00363,-11.41
Jennifer Lopez,We Gotta Talk,dance pop,2001,247.77098,-3.756
Shapeshifters,Chime,electronic,2008,467.43465,-7.19
AFI,Affliction,punk,2006,328.72444,-5.711
Miossec,Regarde Un Peu La France,rock,1995,162.32444,-12.892
Zeromancer,Send Me An Angel,rock,2001,236.53832,-5.832
Redman,Muh- F***a,hip hop,2001,199.81016,-3.58
Don Gibson,Blue Blue Day,rock,1987,109.71383,-12.808
The Smashing Pumpkins,Rotten Apples,rock,1995,184.39791,-16.358
Tiny Tim,Stay Down Here Where You Belong,rock,1968,177.00526,-12.256
Dilated Peoples,World On Wheels,hip hop,2004,236.59057,-8.695
Alan Silvestri,Full House,soundtrack,2006,81.50159,-18.114
Helmet,Tic,rock,1994,220.31628,-10.291
Rajery,Mahafinaritra,world music,2005,219.48036,-8.236
John Mayall & The Bluesbreakers,I'm Your Witchdoctor,blues,1988,129.48853,-6.316
F.I.R.,I Am Here,rock,2009,232.48934,-6.388
Facto Delafe y las flores azules,Desde el este,downtempo,2007,100.362,-7.221
Toni Braxton,Let Me Show You The Way (Out),rock,2002,258.48118,-4.745
Erkki Junkkarinen,Nuoruusmuistoja,humppa,2002,218.93179,-14.225
Flutlicht,Ahmea,trance,2000,513.56689,-5.957
Charlie Peacock,After Lovin You (Love Life Album Version),ccm,1991,291.21261,-8.158
Capone-N-Noreaga,Beef,hip hop,2009,217.41669,-5.515
Kitaro,Quasar,electronic,2006,410.06975,-10.282
Happy Mondays,"Wrote For Luck (12"" - Remastered version)",rock,1988,342.59546,-9.616
Ms. Dynamite,Natural High (Interlude),hip hop,2002,56.13669,-15.339
Johnny Horton,The Woman I Need (Honky Tonk Mind),rock,2000,132.23138,-11.806
Pyrolator,Passage To Melilla,electronic,2005,180.24444,-8.045
Otis Spann,Someday Baby,piano blues,1995,318.22322,-9.154
Atreyu,Blood Children (an Introduction) (Album Version),post-hardcore,2004,74.34404,-20.639
Dixie Chicks,Hole In My Head,bluegrass,1999,201.16853,-7.279
Freddie King,Key To The Highway,texas blues,1971,332.45995,-13.607
Big Mama Thornton with Kansas Bill and his Orchestra,Hound Dog,texas blues,1953,169.84771,-7.96
Captain Hollywood Project,All I Want,dance pop,1993,372.27057,-8.255
Jeanne Pruett,Love Me,techno,1973,193.01832,-18.612
J.J. Cale,Losers,blues-rock,1983,160.62649,-15.6
Mariano Yanani,Stuck In A Moment You can't Get Out Of,lullaby,2003,212.06159,-14.334
All Shall Persih,The True Beast,heavy metal,2006,215.61424,-2.685
Pursuit Of Happiness,She's So Young,hard rock,1988,216.39791,-10.81
Jim Breuer,Party In The Stomach (LP Version),progressive metal,2002,478.92853,-9.639
Becoming The Archetype,End Of The Age,death metal,2008,389.95546,-4.757
Storyville,Talk To Me,rock,1998,343.58812,-10.088
Jessica Simpson,Take My Breath Away,teen pop,2004,196.12689,-6.224
Jeckyll & Hyde,Time Flies,techno,2007,220.55138,-5.521
Jacques Dutronc,L'Homme De Paille,chanson,1989,142.91546,-10.592
Rick Astley,Close To You,dance pop,2005,184.55465,-8.7
Lollipop Lust Kill,Bury You,rock,2000,265.61261,-5.145
Hot Chip,Hold On,electronica,2008,381.17832,-6.36
Bill Douglas,Highland,chamber jazz,1990,201.9522,-13.214
Mudhoney,It Is Us,grunge,2006,211.87873,-4.309
Los Fabulosos Cadillacs,Matador,ska,1993,273.78893,-10.27
Apache Indian,Badd Indian,reggae,1993,273.18812,-9.722
Georges Brassens,Colombine,chanson,1956,115.25179,-14.562
Rachel Portman,Bridget,soundtrack,2008,199.05261,-22.272
Spliff,S.O.S.,rock,1988,225.74975,-15.893
My Chemical Romance,House Of Wolves (Album Version),emo,2006,184.00608,-2.895
Miossec,Nos plus belles années,rock,2009,175.72526,-11.556
Atari Teenage Riot,Live At Brixton Academy 1999,breakcore,2000,1598.1971,-7.638
Der Plan,Frisch Verliebt,electronic,1988,163.63057,-13.01
A Perfect Murder,Within (Album Version),heavy metal,2007,202.23955,-5.099
Eurythmics,Missionary Man,new wave,1986,269.94893,-4.357
Talvin Singh,Traveller,electronic,1998,350.4322,-10.587
Beyoncé,Be With You,pop,2003,260.20526,-6.259
Curtis,Superstar Dog,electro,1999,456.51546,-11.009
Deep Forest,Madazulu,electronica,1997,301.06077,-8.688
Michael Stanley Band,Don't Stop The Music,rock,1980,218.40934,-9.71
Bénabar,Tu Peux Compter Sur Moi,chanson,2005,188.94322,-9.224
Every Time I Die,Depressionista,alternative metal,2007,148.92363,-4.912
Gabriel Yared,La clé parfumée,soundtrack,2006,53.31546,-23.155
Tom Barabas,More Than Words,electronic,1992,276.79302,-22.645
Gustavo A. Santaolalla,La Vuelta,folk,1998,186.5922,-15.45
Liars,A Visit From Drum,indie rock,2006,259.05587,-8.977
Modeselektor,We Do It Too,electronic,2002,385.2273,-6.965
Mons Leidvin Takle,Blott En Dag,lullaby,2001,180.37506,-16.067
Anti-Flag,Spaz's House Destruction Party,rock,2001,184.05832,-6.547
The Ocean,Catharsis Of A Heretic,progressive metal,2010,128.83546,-8.966
